series_key;time_period;time_period_start;time_period_end;obs_value;updated_at;dataset_id;title_fr;title_long_fr;FREQ;BENCHMARK_ITEM;DATA_TYPE_EST;UNIT;DECIMALS;UNIT_MULT;COLLECTION;SOURCE_AGENCY;OBS_STATUS;OBS_CONF
ESTR.B.EU000A2X2A25.NB;2023-02-15;2023-02-15;2023-02-15;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-15;2023-02-15;2023-02-15;2,43;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-15;2023-02-15;2023-02-15;52,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-15;2023-02-15;2023-02-15;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-15;2023-02-15;2023-02-15;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-15;2023-02-15;2023-02-15;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-14;2023-02-14;2023-02-14;49,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-14;2023-02-14;2023-02-14;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-14;2023-02-14;2023-02-14;2,42;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-14;2023-02-14;2023-02-14;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-14;2023-02-14;2023-02-14;2,4;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-14;2023-02-14;2023-02-14;706,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-14;2023-02-14;2023-02-14;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-14;2023-02-14;2023-02-14;66769,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-14;2023-02-14;2023-02-14;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-13;2023-02-13;2023-02-13;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-13;2023-02-13;2023-02-13;2,42;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-13;2023-02-13;2023-02-13;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-13;2023-02-13;2023-02-13;2,4;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-13;2023-02-13;2023-02-13;48,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-13;2023-02-13;2023-02-13;698,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-13;2023-02-13;2023-02-13;64095,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-13;2023-02-13;2023-02-13;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-13;2023-02-13;2023-02-13;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-10;2023-02-10;2023-02-10;62565,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-10;2023-02-10;2023-02-10;49,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-10;2023-02-10;2023-02-10;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-10;2023-02-10;2023-02-10;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-10;2023-02-10;2023-02-10;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-10;2023-02-10;2023-02-10;671,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-10;2023-02-10;2023-02-10;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-10;2023-02-10;2023-02-10;2,42;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-10;2023-02-10;2023-02-10;2,401;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-09;2023-02-09;2023-02-09;63901,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-09;2023-02-09;2023-02-09;50,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-09;2023-02-09;2023-02-09;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-09;2023-02-09;2023-02-09;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-09;2023-02-09;2023-02-09;31,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-09;2023-02-09;2023-02-09;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-09;2023-02-09;2023-02-09;2,42;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-09;2023-02-09;2023-02-09;680,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-09;2023-02-09;2023-02-09;2,401;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-08;2023-02-08;2023-02-08;2,38;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-08;2023-02-08;2023-02-08;2,42;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-08;2023-02-08;2023-02-08;2,401;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-08;2023-02-08;2023-02-08;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-08;2023-02-08;2023-02-08;47,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-08;2023-02-08;2023-02-08;715,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-08;2023-02-08;2023-02-08;67762,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-08;2023-02-08;2023-02-08;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-08;2023-02-08;2023-02-08;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-07;2023-02-07;2023-02-07;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-07;2023-02-07;2023-02-07;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-07;2023-02-07;2023-02-07;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-07;2023-02-07;2023-02-07;1,902;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-07;2023-02-07;2023-02-07;65486,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-07;2023-02-07;2023-02-07;1,92;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-07;2023-02-07;2023-02-07;46,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-07;2023-02-07;2023-02-07;715,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-07;2023-02-07;2023-02-07;1,88;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-06;2023-02-06;2023-02-06;62633,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-06;2023-02-06;2023-02-06;48,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-06;2023-02-06;2023-02-06;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-06;2023-02-06;2023-02-06;1,88;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-06;2023-02-06;2023-02-06;1,901;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-06;2023-02-06;2023-02-06;1,92;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-06;2023-02-06;2023-02-06;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-06;2023-02-06;2023-02-06;677,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-06;2023-02-06;2023-02-06;33,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-03;2023-02-03;2023-02-03;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-03;2023-02-03;2023-02-03;659,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-03;2023-02-03;2023-02-03;1,88;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-03;2023-02-03;2023-02-03;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-03;2023-02-03;2023-02-03;1,898;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-03;2023-02-03;2023-02-03;60604,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-03;2023-02-03;2023-02-03;48,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-03;2023-02-03;2023-02-03;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-03;2023-02-03;2023-02-03;1,92;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-02;2023-02-02;2023-02-02;50,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-02;2023-02-02;2023-02-02;694,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-02;2023-02-02;2023-02-02;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-02;2023-02-02;2023-02-02;62016,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-02;2023-02-02;2023-02-02;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-02;2023-02-02;2023-02-02;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-02;2023-02-02;2023-02-02;1,88;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-02;2023-02-02;2023-02-02;1,92;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-02;2023-02-02;2023-02-02;1,902;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R75;2023-02-01;2023-02-01;2023-02-01;1,92;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 75ème percentile des volumes;Euro short-term rate - Taux au 75ème percentile des volumes;B;EU000A2X2A25;R75;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.CM;2023-02-01;2023-02-01;2023-02-01;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Méthode de calcul;Euro short-term rate - Méthode de calcul;B;EU000A2X2A25;CM;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NT;2023-02-01;2023-02-01;2023-02-01;692,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de transactions;Euro short-term rate - Nombre de transactions;B;EU000A2X2A25;NT;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-02-01;2023-02-01;2023-02-01;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-02-01;2023-02-01;2023-02-01;1,901;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-02-01;2023-02-01;2023-02-01;61389,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-02-01;2023-02-01;2023-02-01;50,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-02-01;2023-02-01;2023-02-01;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-02-01;2023-02-01;2023-02-01;1,88;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.TT;2023-01-31;2023-01-31;2023-01-31;53564,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Volume total;Euro short-term rate - Volume total;B;EU000A2X2A25;TT;EUR;0;6;S;4F0;A;F
ESTR.B.EU000A2X2A25.VL;2023-01-31;2023-01-31;2023-01-31;51,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Part des 5 plus grandes banques;Euro short-term rate - Part des 5 plus grandes banques;B;EU000A2X2A25;VL;PC;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.NB;2023-01-31;2023-01-31;2023-01-31;32,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Nombre de banques;Euro short-term rate - Nombre de banques;B;EU000A2X2A25;NB;_Z;0;0;S;4F0;A;F
ESTR.B.EU000A2X2A25.RP;2023-01-31;2023-01-31;2023-01-31;0,0;2024-12-02T09:40:32+00:00;ESTR;€STR - Publication;Euro short-term rate - Publication;B;EU000A2X2A25;RP;_Z;0;0;E;4F0;A;F
ESTR.B.EU000A2X2A25.WT;2023-01-31;2023-01-31;2023-01-31;1,894;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux moyen ajusté pondéré en fonction du volume;Euro short-term rate - Taux moyen ajusté pondéré en fonction du volume;B;EU000A2X2A25;WT;PC;3;0;A;4F0;A;F
ESTR.B.EU000A2X2A25.R25;2023-01-31;2023-01-31;2023-01-31;1,87;2024-12-02T09:40:32+00:00;ESTR;€STR - Taux au 25ème percentile des volumes;Euro short-term rate - Taux au 25ème percentile des volumes;B;EU000A2X2A25;R25;PC;2;0;E;4F0;A;F
